wind(m/s),    lat,     lon
   16.70,   28.55,  273.17
   16.85,   28.55,  273.21
   17.00,   28.55,  273.25
   17.15,   28.55,  273.29
   17.30,   28.55,  273.33
   17.45,   28.55,  273.37
   17.59,   28.55,  273.41
   17.74,   28.55,  273.45
   17.89,   28.55,  273.49
   18.03,   28.55,  273.53
   18.18,   28.55,  273.57
   18.33,   28.55,  273.61
   18.48,   28.55,  273.65
   18.64,   28.55,  273.69
   18.80,   28.55,  273.74
   18.95,   28.55,  273.78
   19.11,   28.55,  273.82
   19.26,   28.55,  273.86
   19.42,   28.55,  273.90
   19.57,   28.55,  273.94
   19.72,   28.55,  273.98
   19.87,   28.55,  274.02
   20.01,   28.55,  274.06
   20.17,   28.55,  274.10
   20.32,   28.55,  274.14
   20.48,   28.55,  274.18
   20.63,   28.55,  274.22
   20.79,   28.55,  274.26
   20.94,   28.55,  274.31
   21.09,   28.55,  274.35
   21.23,   28.55,  274.39
   21.38,   28.55,  274.43
   21.52,   28.55,  274.47
   21.66,   28.55,  274.51
   21.80,   28.55,  274.55
   21.94,   28.55,  274.59
   22.07,   28.55,  274.63
   22.20,   28.55,  274.67
   22.32,   28.55,  274.71
   22.45,   28.55,  274.75
   22.58,   28.55,  274.79
   22.70,   28.55,  274.83
   22.82,   28.55,  274.87
   22.93,   28.55,  274.92
   23.04,   28.55,  274.96
   23.14,   28.55,  275.00
   23.26,   28.55,  275.04
   23.39,   28.55,  275.08
   23.54,   28.55,  275.12
   23.70,   28.54,  275.16
   23.86,   28.54,  275.20
   24.02,   28.54,  275.24
   24.18,   28.54,  275.28
   24.33,   28.54,  275.32
   24.50,   28.54,  275.36
   24.66,   28.54,  275.40
   24.83,   28.54,  275.44
   24.99,   28.54,  275.49
   25.14,   28.54,  275.53
   25.32,   28.54,  275.57
   25.54,   28.54,  275.61
   25.77,   28.54,  275.65
   26.00,   28.54,  275.69
   26.21,   28.54,  275.73
   26.37,   28.53,  275.77
   26.60,   28.53,  275.81
   26.81,   28.53,  275.85
   26.96,   28.53,  275.89
   27.07,   28.53,  275.93
   27.16,   28.53,  275.97
   27.27,   28.53,  276.01
   27.34,   28.53,  276.05
   27.41,   28.53,  276.10
   27.45,   28.53,  276.14
   27.50,   28.53,  276.18
   27.54,   28.52,  276.22
   27.55,   28.52,  276.26
   27.60,   28.52,  276.30
   27.72,   28.52,  276.34
   27.80,   28.52,  276.38
   27.84,   28.52,  276.42
   27.99,   28.52,  276.46
   28.14,   28.52,  276.50
   28.24,   28.52,  276.54
   28.29,   28.52,  276.58
   28.31,   28.51,  276.62
   28.32,   28.51,  276.66
   28.30,   28.51,  276.70
   28.26,   28.51,  276.75
   28.21,   28.51,  276.79
   28.17,   28.51,  276.83
   28.14,   28.51,  276.87
   28.10,   28.51,  276.91
   28.12,   28.50,  276.95
   28.18,   28.50,  276.99
   28.20,   28.50,  277.03
   28.21,   28.50,  277.07
   28.12,   28.50,  277.11
   27.89,   28.50,  277.15
   27.57,   28.50,  277.19
   27.10,   28.49,  277.23
   26.50,   28.49,  277.27
   26.10,   28.49,  277.31
   18.03,   28.49,  277.36
   20.92,   28.49,  277.40
   21.37,   28.49,  277.44
   21.92,   28.49,  277.48
   22.42,   28.48,  277.52
   23.68,   28.48,  277.56
   24.77,   28.48,  277.60
   24.90,   28.48,  277.64
   23.21,   28.48,  277.68
   22.68,   28.48,  277.72
   22.14,   28.47,  277.76
   21.59,   28.47,  277.80
   21.07,   28.47,  277.84
   19.74,   28.47,  277.88
   20.32,   28.47,  277.92
   20.42,   28.47,  277.96
   21.22,   28.46,  278.00
   23.62,   28.46,  278.05
   23.64,   28.46,  278.09
   24.14,   28.46,  278.13
   25.75,   28.46,  278.17
   28.28,   28.45,  278.21
   28.27,   28.45,  278.25
   24.07,   28.45,  278.29
   24.06,   28.45,  278.33
   23.60,   28.45,  278.37
   22.95,   28.45,  278.41
   21.73,   28.44,  278.45
   18.59,   28.44,  278.49
   18.72,   28.44,  278.53
   19.31,   28.44,  278.57
   20.61,   28.44,  278.61
   25.04,   28.43,  278.65
   25.07,   28.43,  278.69
   24.75,   28.43,  278.74
   26.08,   28.43,  278.78
   26.24,   28.42,  278.82
   24.99,   28.42,  278.86
   25.02,   28.42,  278.90
   24.97,   28.42,  278.94
   23.23,   28.42,  278.98
   20.87,   28.41,  279.02
   24.25,   28.41,  279.06
   24.56,   28.41,  279.10
   24.51,   28.41,  279.14
   25.12,   28.40,  279.18
   28.83,   28.40,  279.22
   28.28,   28.40,  279.26
   33.01,   28.40,  279.30
   33.00,   28.40,  279.34
   34.09,   28.39,  279.38
   34.00,   28.39,  279.42
   30.60,   28.39,  279.46
   30.04,   28.39,  279.51
   29.72,   28.38,  279.55
   29.62,   28.38,  279.59
   29.45,   28.38,  279.63
   29.31,   28.38,  279.67
   29.38,   28.37,  279.71
   29.52,   28.37,  279.75
   29.65,   28.37,  279.79
   29.77,   28.37,  279.83
   29.86,   28.36,  279.87
   29.97,   28.36,  279.91
   30.10,   28.36,  279.95
   30.22,   28.35,  279.99
   30.33,   28.35,  280.03
   30.45,   28.35,  280.07
   30.55,   28.35,  280.11
   30.64,   28.34,  280.15
   30.73,   28.34,  280.19
   30.81,   28.34,  280.23
   30.91,   28.34,  280.27
   30.99,   28.33,  280.31
   31.06,   28.33,  280.35
   31.10,   28.33,  280.40
   31.16,   28.32,  280.44
   31.21,   28.32,  280.48
   31.24,   28.32,  280.52
   31.26,   28.32,  280.56
   31.27,   28.31,  280.60
   31.27,   28.31,  280.64
   31.26,   28.31,  280.68
   31.23,   28.30,  280.72
   31.20,   28.30,  280.76
   31.15,   28.30,  280.80
   31.07,   28.29,  280.84
   30.97,   28.29,  280.88
   30.85,   28.29,  280.92
   30.71,   28.29,  280.96
   30.55,   28.28,  281.00
   30.37,   28.28,  281.04
   30.17,   28.28,  281.08
   29.96,   28.27,  281.12
   29.72,   28.27,  281.16
   29.47,   28.27,  281.20
   29.21,   28.26,  281.24
   28.93,   28.26,  281.28
   28.64,   28.26,  281.32
   28.34,   28.25,  281.36
   28.03,   28.25,  281.41
   27.71,   28.25,  281.45
   27.38,   28.24,  281.49
   27.04,   28.24,  281.53
   26.69,   28.24,  281.57
   26.34,   28.23,  281.61
   25.98,   28.23,  281.65
   25.62,   28.23,  281.69
   25.26,   28.22,  281.73
   24.91,   28.22,  281.77
   24.58,   28.22,  281.81
   24.36,   28.21,  281.85
   24.18,   28.21,  281.89
   24.00,   28.21,  281.93
   23.81,   28.20,  281.97
   23.62,   28.20,  282.01
   23.42,   28.20,  282.05
   23.22,   28.19,  282.09
   23.02,   28.19,  282.13
   22.81,   28.18,  282.17
   22.59,   28.18,  282.21
   22.37,   28.18,  282.25
   22.15,   28.17,  282.29
   21.93,   28.17,  282.33
   21.70,   28.17,  282.37
   21.48,   28.16,  282.41
   21.24,   28.16,  282.45
   21.01,   28.15,  282.49
   20.78,   28.15,  282.53
   20.54,   28.15,  282.57
   20.30,   28.14,  282.61
   20.07,   28.14,  282.65
   19.83,   28.14,  282.69
   19.59,   28.13,  282.73
   19.34,   28.13,  282.77
   19.10,   28.12,  282.81
   18.86,   28.12,  282.85
   18.62,   28.12,  282.90
   18.38,   28.11,  282.94
   18.14,   28.11,  282.98
   17.89,   28.10,  283.02
   17.65,   28.10,  283.06
   17.41,   28.10,  283.10
   17.17,   28.09,  283.14
   16.93,   28.09,  283.18
   16.70,   28.08,  283.22
   16.46,   28.08,  283.26
   16.22,   28.08,  283.30
   15.99,   28.07,  283.34
   15.75,   28.07,  283.38
   15.52,   28.06,  283.42
   15.29,   28.06,  283.46
   15.06,   28.05,  283.50
   14.83,   28.05,  283.54
   14.61,   28.05,  283.58
   14.38,   28.04,  283.62
   14.16,   28.04,  283.66
   13.94,   28.03,  283.70
   13.72,   28.03,  283.74
   13.51,   28.02,  283.78
   13.29,   28.02,  283.82
   13.08,   28.02,  283.86
   12.87,   28.01,  283.90
   12.66,   28.01,  283.94
   12.45,   28.00,  283.98
   12.25,   28.00,  284.02
   12.05,   27.99,  284.06
   11.85,   27.99,  284.10
   11.65,   27.99,  284.14
   11.46,   27.98,  284.18
   11.27,   27.98,  284.22
   11.08,   27.97,  284.26
   10.89,   27.97,  284.30
   10.70,   27.96,  284.34
   10.52,   27.96,  284.38
   10.34,   27.95,  284.42
   10.16,   27.95,  284.46
    9.99,   27.94,  284.50
    9.82,   27.94,  284.54
    9.65,   27.93,  284.58
    9.48,   27.93,  284.62
    9.31,   27.93,  284.66
    9.15,   27.92,  284.70
    8.99,   27.92,  284.74
    8.83,   27.91,  284.78
    8.68,   27.91,  284.82
    8.52,   27.90,  284.86
    8.37,   27.90,  284.90
    8.22,   27.89,  284.94
    8.08,   27.89,  284.98
    7.93,   27.88,  285.02
  -99.00,   27.88,  285.06
  -99.00,   27.87,  285.10
  -99.00,   27.87,  285.14
  -99.00,   27.86,  285.18
  -99.00,   27.86,  285.22
  -99.00,   27.85,  285.26
  -99.00,   27.85,  285.30
  -99.00,   27.84,  285.34
  -99.00,   27.84,  285.38
  -99.00,   27.83,  285.42
  -99.00,   27.83,  285.46
  -99.00,   27.82,  285.50
  -99.00,   27.82,  285.54
  -99.00,   27.81,  285.58
  -99.00,   27.81,  285.62
  -99.00,   27.80,  285.66
  -99.00,   27.80,  285.70
  -99.00,   27.79,  285.74
  -99.00,   27.79,  285.78
  -99.00,   27.78,  285.82
  -99.00,   27.78,  285.86
  -99.00,   27.77,  285.90
  -99.00,   27.76,  285.94
  -99.00,   27.76,  285.98
  -99.00,   27.75,  286.01
  -99.00,   27.75,  286.05
  -99.00,   27.74,  286.09
  -99.00,   27.74,  286.13
  -99.00,   27.73,  286.17
  -99.00,   27.73,  286.21
  -99.00,   27.72,  286.25
  -99.00,   27.72,  286.29
  -99.00,   27.71,  286.33
  -99.00,   27.71,  286.37
  -99.00,   27.70,  286.41
  -99.00,   27.69,  286.45
  -99.00,   27.69,  286.49
  -99.00,   27.68,  286.53
  -99.00,   27.68,  286.57
  -99.00,   27.67,  286.61
  -99.00,   27.67,  286.65
  -99.00,   27.66,  286.69
  -99.00,   27.66,  286.73
  -99.00,   27.65,  286.77
  -99.00,   27.64,  286.81
  -99.00,   27.64,  286.85
  -99.00,   27.63,  286.89
  -99.00,   27.63,  286.93
  -99.00,   27.62,  286.97
  -99.00,   27.62,  287.01
  -99.00,   27.61,  287.05
  -99.00,   27.60,  287.09
  -99.00,   28.52,  270.60
  -99.00,   28.53,  270.64
  -99.00,   28.53,  270.68
  -99.00,   28.53,  270.72
  -99.00,   28.53,  270.77
  -99.00,   28.53,  270.81
  -99.00,   28.53,  270.85
  -99.00,   28.53,  270.89
  -99.00,   28.54,  270.93
  -99.00,   28.54,  270.97
  -99.00,   28.54,  271.01
  -99.00,   28.54,  271.05
  -99.00,   28.54,  271.09
  -99.00,   28.54,  271.13
  -99.00,   28.54,  271.17
  -99.00,   28.55,  271.21
  -99.00,   28.55,  271.25
  -99.00,   28.55,  271.29
  -99.00,   28.55,  271.33
  -99.00,   28.55,  271.38
  -99.00,   28.55,  271.42
  -99.00,   28.55,  271.46
  -99.00,   28.55,  271.50
  -99.00,   28.55,  271.54
  -99.00,   28.56,  271.58
  -99.00,   28.56,  271.62
  -99.00,   28.56,  271.66
  -99.00,   28.56,  271.70
  -99.00,   28.56,  271.74
  -99.00,   28.56,  271.78
  -99.00,   28.56,  271.82
  -99.00,   28.56,  271.86
  -99.00,   28.56,  271.90
  -99.00,   28.56,  271.94
  -99.00,   28.57,  271.99
  -99.00,   28.57,  272.03
  -99.00,   28.57,  272.07
  -99.00,   28.57,  272.11
  -99.00,   28.57,  272.15
  -99.00,   28.57,  272.19
  -99.00,   28.57,  272.23
  -99.00,   28.57,  272.27
  -99.00,   28.57,  272.31
  -99.00,   28.57,  272.35
  -99.00,   28.57,  272.39
  -99.00,   28.57,  272.43
  -99.00,   28.57,  272.47
  -99.00,   28.58,  272.51
  -99.00,   28.58,  272.55
  -99.00,   28.58,  272.60
  -99.00,   28.58,  272.64
   15.00,   28.58,  272.68
   15.13,   28.58,  272.72
   15.27,   28.58,  272.76
   15.40,   28.58,  272.80
   15.54,   28.58,  272.84
   15.68,   28.58,  272.88
   15.83,   28.58,  272.92
   15.97,   28.58,  272.96
   16.12,   28.58,  273.00
   16.26,   28.58,  273.04
   16.41,   28.58,  273.08
   16.56,   28.58,  273.12
   16.71,   28.58,  273.17
   16.86,   28.58,  273.21
   17.01,   28.58,  273.25
   17.16,   28.58,  273.29
   17.31,   28.59,  273.33
   17.45,   28.59,  273.37
   17.60,   28.59,  273.41
   17.75,   28.59,  273.45
   17.89,   28.59,  273.49
   18.04,   28.59,  273.53
   18.19,   28.59,  273.57
   18.34,   28.59,  273.61
   18.50,   28.59,  273.65
   18.65,   28.59,  273.69
   18.81,   28.59,  273.74
   18.97,   28.59,  273.78
   19.13,   28.59,  273.82
   19.28,   28.59,  273.86
   19.43,   28.59,  273.90
   19.58,   28.59,  273.94
   19.73,   28.59,  273.98
   19.88,   28.59,  274.02
   20.02,   28.59,  274.06
   20.18,   28.59,  274.10
   20.33,   28.59,  274.14
   20.49,   28.59,  274.18
   20.64,   28.59,  274.22
   20.79,   28.59,  274.26
   20.94,   28.59,  274.31
   21.09,   28.59,  274.35
   21.24,   28.59,  274.39
   21.38,   28.59,  274.43
   21.53,   28.59,  274.47
   21.67,   28.59,  274.51
   21.80,   28.59,  274.55
   21.94,   28.59,  274.59
   22.07,   28.59,  274.63
   22.19,   28.59,  274.67
   22.31,   28.58,  274.71
   22.44,   28.58,  274.75
   22.57,   28.58,  274.79
   22.68,   28.58,  274.83
   22.79,   28.58,  274.88
   22.90,   28.58,  274.92
   23.01,   28.58,  274.96
   23.11,   28.58,  275.00
   23.23,   28.58,  275.04
   23.37,   28.58,  275.08
   23.53,   28.58,  275.12
   23.69,   28.58,  275.16
   23.86,   28.58,  275.20
   24.02,   28.58,  275.24
   24.18,   28.58,  275.28
   24.35,   28.58,  275.32
   24.53,   28.58,  275.36
   24.70,   28.58,  275.40
   24.86,   28.58,  275.45
   25.03,   28.58,  275.49
   25.20,   28.57,  275.53
   25.41,   28.57,  275.57
   25.65,   28.57,  275.61
   25.88,   28.57,  275.65
   26.10,   28.57,  275.69
   26.31,   28.57,  275.73
   26.45,   28.57,  275.77
   26.67,   28.57,  275.81
   26.87,   28.57,  275.85
   27.02,   28.57,  275.89
   27.13,   28.57,  275.93
   27.22,   28.57,  275.97
   27.32,   28.57,  276.01
   27.39,   28.56,  276.06
   27.45,   28.56,  276.10
   27.49,   28.56,  276.14
   27.52,   28.56,  276.18
   27.55,   28.56,  276.22
   27.55,   28.56,  276.26
   27.58,   28.56,  276.30
   27.68,   28.56,  276.34
   27.75,   28.56,  276.38
   27.78,   28.56,  276.42
   27.92,   28.55,  276.46
   28.06,   28.55,  276.50
   28.15,   28.55,  276.54
   28.18,   28.55,  276.58
   28.19,   28.55,  276.62
   28.18,   28.55,  276.67
   28.16,   28.55,  276.71
   28.11,   28.55,  276.75
   28.06,   28.55,  276.79
   28.01,   28.54,  276.83
   27.97,   28.54,  276.87
   27.95,   28.54,  276.91
   27.99,   28.54,  276.95
   28.03,   28.54,  276.99
   28.05,   28.54,  277.03
   28.05,   28.54,  277.07
   27.88,   28.53,  277.11
   27.66,   28.53,  277.15
   27.26,   28.53,  277.19
   26.78,   28.53,  277.23
   26.18,   28.53,  277.28
   25.68,   28.53,  277.32
   17.94,   28.53,  277.36
   20.85,   28.52,  277.40
   21.47,   28.52,  277.44
   22.34,   28.52,  277.48
   23.23,   28.52,  277.52
   23.95,   28.52,  277.56
   23.70,   28.52,  277.60
   23.41,   28.51,  277.64
   23.04,   28.51,  277.68
   22.30,   28.51,  277.72
   21.69,   28.51,  277.76
   22.70,   28.51,  277.80
   22.79,   28.51,  277.84
   22.53,   28.50,  277.89
   22.61,   28.50,  277.93
   22.10,   28.50,  277.97
   23.17,   28.50,  278.01
   23.25,   28.50,  278.05
   23.31,   28.50,  278.09
   23.63,   28.49,  278.13
   24.73,   28.49,  278.17
   28.14,   28.49,  278.21
   28.29,   28.49,  278.25
   23.96,   28.49,  278.29
   24.08,   28.48,  278.33
   23.61,   28.48,  278.37
   22.96,   28.48,  278.41
   21.77,   28.48,  278.45
   18.54,   28.48,  278.49
   18.58,   28.47,  278.53
   18.82,   28.47,  278.58
   19.24,   28.47,  278.62
   20.73,   28.47,  278.66
   24.09,   28.47,  278.70
   24.35,   28.46,  278.74
   26.08,   28.46,  278.78
   26.35,   28.46,  278.82
   25.54,   28.46,  278.86
   25.28,   28.46,  278.90
   25.29,   28.45,  278.94
   22.68,   28.45,  278.98
   20.60,   28.45,  279.02
   24.01,   28.45,  279.06
   24.70,   28.44,  279.10
   26.10,   28.44,  279.14
   30.37,   28.44,  279.18
   30.39,   28.44,  279.22
   28.78,   28.44,  279.26
   31.96,   28.43,  279.31
   33.61,   28.43,  279.35
   33.50,   28.43,  279.39
   34.60,   28.43,  279.43
   32.42,   28.42,  279.47
   30.03,   28.42,  279.51
   29.75,   28.42,  279.55
   29.66,   28.42,  279.59
   29.49,   28.41,  279.63
   29.34,   28.41,  279.67
   29.16,   28.41,  279.71
   28.98,   28.41,  279.75
   29.00,   28.40,  279.79
   29.10,   28.40,  279.83
   29.19,   28.40,  279.87
   29.30,   28.40,  279.91
   29.42,   28.39,  279.95
   29.53,   28.39,  279.99
   29.63,   28.39,  280.03
   29.73,   28.38,  280.07
   29.83,   28.38,  280.12
   29.91,   28.38,  280.16
   29.98,   28.38,  280.20
   30.06,   28.37,  280.24
   30.15,   28.37,  280.28
   30.23,   28.37,  280.32
   30.29,   28.37,  280.36
   30.33,   28.36,  280.40
   30.38,   28.36,  280.44
   30.42,   28.36,  280.48
   30.45,   28.35,  280.52
   30.47,   28.35,  280.56
   30.48,   28.35,  280.60
   30.48,   28.35,  280.64
   30.47,   28.34,  280.68
   30.45,   28.34,  280.72
   30.42,   28.34,  280.76
   30.37,   28.33,  280.80
   30.30,   28.33,  280.84
   30.20,   28.33,  280.88
   30.09,   28.32,  280.92
   29.96,   28.32,  280.96
   29.81,   28.32,  281.01
   29.64,   28.31,  281.05
   29.45,   28.31,  281.09
   29.25,   28.31,  281.13
   29.02,   28.31,  281.17
   28.79,   28.30,  281.21
   28.54,   28.30,  281.25
   28.28,   28.30,  281.29
   28.00,   28.29,  281.33
   27.72,   28.29,  281.37
   27.42,   28.29,  281.41
   27.12,   28.28,  281.45
   26.80,   28.28,  281.49
   26.48,   28.28,  281.53
   26.15,   28.27,  281.57
   25.81,   28.27,  281.61
   25.47,   28.27,  281.65
   25.14,   28.26,  281.69
   24.81,   28.26,  281.73
   24.49,   28.26,  281.77
   24.17,   28.25,  281.81
   24.00,   28.25,  281.85
   23.83,   28.24,  281.89
   23.65,   28.24,  281.93
   23.47,   28.24,  281.97
   23.28,   28.23,  282.01
   23.09,   28.23,  282.05
   22.90,   28.23,  282.09
   22.70,   28.22,  282.13
   22.49,   28.22,  282.18
   22.28,   28.22,  282.22
   22.07,   28.21,  282.26
   21.86,   28.21,  282.30
   21.64,   28.21,  282.34
   21.42,   28.20,  282.38
   21.20,   28.20,  282.42
   20.97,   28.19,  282.46
   20.75,   28.19,  282.50
   20.52,   28.19,  282.54
   20.29,   28.18,  282.58
   20.05,   28.18,  282.62
   19.82,   28.17,  282.66
   19.59,   28.17,  282.70
   19.35,   28.17,  282.74
   19.12,   28.16,  282.78
   18.88,   28.16,  282.82
   18.64,   28.16,  282.86
   18.41,   28.15,  282.90
   18.17,   28.15,  282.94
   17.93,   28.14,  282.98
   17.70,   28.14,  283.02
   17.46,   28.14,  283.06
   17.22,   28.13,  283.10
   16.99,   28.13,  283.14
   16.75,   28.12,  283.18
   16.52,   28.12,  283.22
   16.29,   28.12,  283.26
   16.05,   28.11,  283.30
   15.82,   28.11,  283.34
   15.59,   28.10,  283.38
   15.36,   28.10,  283.42
   15.14,   28.09,  283.46
   14.91,   28.09,  283.50
   14.69,   28.09,  283.54
   14.47,   28.08,  283.58
   14.24,   28.08,  283.62
   14.03,   28.07,  283.66
   13.81,   28.07,  283.70
   13.59,   28.06,  283.74
   13.38,   28.06,  283.78
   13.17,   28.06,  283.82
   12.96,   28.05,  283.86
   12.75,   28.05,  283.90
   12.55,   28.04,  283.94
   12.34,   28.04,  283.98
   12.14,   28.03,  284.02
   11.94,   28.03,  284.06
   11.75,   28.02,  284.10
   11.55,   28.02,  284.14
   11.36,   28.02,  284.18
   11.17,   28.01,  284.22
   10.98,   28.01,  284.26
   10.80,   28.00,  284.30
   10.62,   28.00,  284.34
   10.44,   27.99,  284.38
   10.26,   27.99,  284.42
   10.08,   27.98,  284.46
    9.91,   27.98,  284.50
    9.74,   27.97,  284.54
    9.57,   27.97,  284.58
    9.41,   27.97,  284.62
    9.24,   27.96,  284.66
    9.08,   27.96,  284.70
    8.92,   27.95,  284.74
    8.77,   27.95,  284.78
    8.61,   27.94,  284.82
    8.46,   27.94,  284.86
    8.31,   27.93,  284.90
    8.17,   27.93,  284.94
    8.02,   27.92,  284.98
    7.88,   27.92,  285.02
  -99.00,   27.91,  285.06
  -99.00,   27.91,  285.10
  -99.00,   27.90,  285.14
  -99.00,   27.90,  285.18
  -99.00,   27.89,  285.22
  -99.00,   27.89,  285.26
  -99.00,   27.88,  285.30
  -99.00,   27.88,  285.34
  -99.00,   27.87,  285.38
  -99.00,   27.87,  285.42
  -99.00,   27.86,  285.46
  -99.00,   27.86,  285.50
  -99.00,   27.85,  285.54
  -99.00,   27.85,  285.58
  -99.00,   27.84,  285.62
  -99.00,   27.84,  285.66
  -99.00,   27.83,  285.70
  -99.00,   27.83,  285.74
  -99.00,   27.82,  285.78
  -99.00,   27.82,  285.82
  -99.00,   27.81,  285.86
  -99.00,   27.81,  285.90
  -99.00,   27.80,  285.94
  -99.00,   27.79,  285.98
  -99.00,   27.79,  286.02
  -99.00,   27.78,  286.06
  -99.00,   27.78,  286.10
  -99.00,   27.77,  286.14
  -99.00,   27.77,  286.18
  -99.00,   27.76,  286.22
  -99.00,   27.76,  286.26
  -99.00,   27.75,  286.30
  -99.00,   27.75,  286.34
  -99.00,   27.74,  286.38
  -99.00,   27.74,  286.42
  -99.00,   27.73,  286.46
  -99.00,   27.72,  286.50
  -99.00,   27.72,  286.54
  -99.00,   27.71,  286.58
  -99.00,   27.71,  286.62
  -99.00,   27.70,  286.66
  -99.00,   27.70,  286.70
  -99.00,   27.69,  286.74
  -99.00,   27.69,  286.78
  -99.00,   27.68,  286.82
  -99.00,   27.67,  286.86
  -99.00,   27.67,  286.90
  -99.00,   27.66,  286.93
  -99.00,   27.66,  286.97
  -99.00,   27.65,  287.01
  -99.00,   27.64,  287.05
  -99.00,   27.64,  287.09
  -99.00,   28.56,  270.60
  -99.00,   28.56,  270.64
  -99.00,   28.56,  270.68
  -99.00,   28.56,  270.72
  -99.00,   28.57,  270.76
  -99.00,   28.57,  270.80
  -99.00,   28.57,  270.84
  -99.00,   28.57,  270.89
  -99.00,   28.57,  270.93
  -99.00,   28.57,  270.97
  -99.00,   28.57,  271.01
  -99.00,   28.58,  271.05
  -99.00,   28.58,  271.09
  -99.00,   28.58,  271.13
  -99.00,   28.58,  271.17
  -99.00,   28.58,  271.21
  -99.00,   28.58,  271.25
  -99.00,   28.58,  271.29
  -99.00,   28.58,  271.33
  -99.00,   28.59,  271.37
  -99.00,   28.59,  271.41
  -99.00,   28.59,  271.46
  -99.00,   28.59,  271.50
  -99.00,   28.59,  271.54
  -99.00,   28.59,  271.58
  -99.00,   28.59,  271.62
  -99.00,   28.59,  271.66
  -99.00,   28.59,  271.70
  -99.00,   28.60,  271.74
  -99.00,   28.60,  271.78
  -99.00,   28.60,  271.82
  -99.00,   28.60,  271.86
  -99.00,   28.60,  271.90
  -99.00,   28.60,  271.94
  -99.00,   28.60,  271.98
  -99.00,   28.60,  272.02
  -99.00,   28.60,  272.07
  -99.00,   28.60,  272.11
  -99.00,   28.60,  272.15
  -99.00,   28.61,  272.19
  -99.00,   28.61,  272.23
  -99.00,   28.61,  272.27
  -99.00,   28.61,  272.31
  -99.00,   28.61,  272.35
  -99.00,   28.61,  272.39
  -99.00,   28.61,  272.43
  -99.00,   28.61,  272.47
  -99.00,   28.61,  272.51
  -99.00,   28.61,  272.55
  -99.00,   28.61,  272.59
  -99.00,   28.61,  272.64
   15.00,   28.61,  272.68
   15.13,   28.61,  272.72
   15.27,   28.61,  272.76
   15.41,   28.62,  272.80
   15.55,   28.62,  272.84
   15.69,   28.62,  272.88
   15.83,   28.62,  272.92
   15.98,   28.62,  272.96
   16.12,   28.62,  273.00
   16.27,   28.62,  273.04
   16.42,   28.62,  273.08
   16.57,   28.62,  273.12
   16.72,   28.62,  273.17
   16.87,   28.62,  273.21
   17.02,   28.62,  273.25
   17.16,   28.62,  273.29
   17.31,   28.62,  273.33
   17.46,   28.62,  273.37
   17.60,   28.62,  273.41
   17.75,   28.62,  273.45
   17.90,   28.62,  273.49
   18.05,   28.62,  273.53
   18.20,   28.62,  273.57
   18.35,   28.62,  273.61
   18.51,   28.62,  273.65
   18.67,   28.62,  273.69
   18.82,   28.62,  273.74
   18.98,   28.62,  273.78
   19.14,   28.62,  273.82
   19.29,   28.62,  273.86
   19.44,   28.62,  273.90
   19.59,   28.62,  273.94
   19.74,   28.62,  273.98
   19.89,   28.62,  274.02
   20.03,   28.62,  274.06
   20.18,   28.62,  274.10
   20.34,   28.62,  274.14
   20.49,   28.62,  274.18
   20.65,   28.62,  274.22
   20.80,   28.62,  274.26
   20.95,   28.62,  274.31
   21.09,   28.62,  274.35
   21.24,   28.62,  274.39
   21.38,   28.62,  274.43
   21.52,   28.62,  274.47
   21.66,   28.62,  274.51
   21.80,   28.62,  274.55
   21.93,   28.62,  274.59
   22.06,   28.62,  274.63
   22.18,   28.62,  274.67
   22.29,   28.62,  274.71
   22.43,   28.62,  274.75
   22.55,   28.62,  274.79
   22.66,   28.62,  274.83
   22.76,   28.62,  274.88
   22.87,   28.62,  274.92
   22.97,   28.62,  274.96
   23.08,   28.62,  275.00
   23.20,   28.62,  275.04
   23.35,   28.62,  275.08
   23.52,   28.62,  275.12
   23.68,   28.62,  275.16
   23.85,   28.62,  275.20
   24.01,   28.61,  275.24
   24.18,   28.61,  275.28
   24.36,   28.61,  275.32
   24.55,   28.61,  275.36
   24.73,   28.61,  275.41
   24.90,   28.61,  275.45
   25.07,   28.61,  275.49
   25.27,   28.61,  275.53
   25.50,   28.61,  275.57
   25.75,   28.61,  275.61
   25.98,   28.61,  275.65
   26.19,   28.61,  275.69
   26.39,   28.61,  275.73
   26.53,   28.61,  275.77
   26.74,   28.61,  275.81
   26.93,   28.60,  275.85
   27.07,   28.60,  275.89
   27.18,   28.60,  275.93
   27.26,   28.60,  275.98
   27.36,   28.60,  276.02
   27.43,   28.60,  276.06
   27.48,   28.60,  276.10
   27.52,   28.60,  276.14
   27.53,   28.60,  276.18
   27.55,   28.60,  276.22
   27.55,   28.60,  276.26
   27.55,   28.59,  276.30
   27.64,   28.59,  276.34
   27.69,   28.59,  276.38
   27.74,   28.59,  276.42
   27.83,   28.59,  276.46
   27.96,   28.59,  276.50
   28.03,   28.59,  276.54
   28.06,   28.59,  276.59
   28.06,   28.59,  276.63
   28.04,   28.58,  276.67
   28.00,   28.58,  276.71
   27.96,   28.58,  276.75
   27.90,   28.58,  276.79
   27.84,   28.58,  276.83
   27.79,   28.58,  276.87
   27.79,   28.58,  276.91
   27.83,   28.58,  276.95
   27.87,   28.57,  276.99
   27.90,   28.57,  277.03
   27.80,   28.57,  277.07
   27.63,   28.57,  277.11
   27.36,   28.57,  277.16
   26.96,   28.57,  277.20
