wind(m/s),    lat,     lon
   18.98,   30.35,  276.36
   19.65,   30.35,  276.40
   19.49,   30.35,  276.44
   18.97,   30.35,  276.48
   18.91,   30.35,  276.53
   17.53,   30.35,  276.57
   17.52,   30.35,  276.61
   17.77,   30.34,  276.65
   18.30,   30.34,  276.69
   18.33,   30.34,  276.74
   17.74,   30.34,  276.78
   17.53,   30.34,  276.82
   17.86,   30.34,  276.86
   17.97,   30.34,  276.90
   18.29,   30.34,  276.94
   19.15,   30.33,  276.99
   19.53,   30.33,  277.03
   19.55,   30.33,  277.07
   18.73,   30.33,  277.11
   17.62,   30.33,  277.15
   17.36,   30.33,  277.19
   17.07,   30.33,  277.24
   19.43,   30.32,  277.28
   19.93,   30.32,  277.32
   18.63,   30.32,  277.36
   15.95,   30.32,  277.40
   16.10,   30.32,  277.44
   16.24,   30.32,  277.49
   16.39,   30.32,  277.53
   16.60,   30.31,  277.57
   16.82,   30.31,  277.61
   17.12,   30.31,  277.65
   18.03,   30.31,  277.69
   20.49,   30.31,  277.74
   21.34,   30.31,  277.78
   20.66,   30.30,  277.82
   19.26,   30.30,  277.86
   17.38,   30.30,  277.90
   17.45,   30.30,  277.94
   19.75,   30.30,  277.99
   20.58,   30.29,  278.03
   21.56,   30.29,  278.07
   21.55,   30.29,  278.11
   19.20,   30.29,  278.15
   15.90,   30.29,  278.19
   16.06,   30.29,  278.24
   19.77,   30.28,  278.28
   21.30,   30.28,  278.32
   15.29,   30.28,  278.36
   16.28,   30.28,  278.40
   17.61,   30.28,  278.44
   19.75,   30.27,  278.49
   21.35,   30.27,  278.53
   30.31,   30.27,  278.57
   30.31,   30.27,  278.61
   29.66,   30.27,  278.65
   26.66,   30.26,  278.69
   26.75,   30.26,  278.74
   26.45,   30.26,  278.78
   26.43,   30.26,  278.82
   26.32,   30.25,  278.86
   26.23,   30.25,  278.90
   26.13,   30.25,  278.94
   26.04,   30.25,  278.99
   25.93,   30.25,  279.03
   25.83,   30.24,  279.07
   25.73,   30.24,  279.11
   25.62,   30.24,  279.15
   25.51,   30.24,  279.19
   25.40,   30.23,  279.24
   25.28,   30.23,  279.28
   25.16,   30.23,  279.32
   25.05,   30.23,  279.36
   24.93,   30.22,  279.40
   24.82,   30.22,  279.44
   24.71,   30.22,  279.48
   24.59,   30.22,  279.53
   24.48,   30.22,  279.57
   24.36,   30.21,  279.61
   24.24,   30.21,  279.65
   24.12,   30.21,  279.69
   23.99,   30.20,  279.73
   23.87,   30.20,  279.78
   23.74,   30.20,  279.82
   23.61,   30.20,  279.86
   23.49,   30.19,  279.90
   23.36,   30.19,  279.94
   23.22,   30.19,  279.98
   23.09,   30.19,  280.03
   22.96,   30.18,  280.07
   22.82,   30.18,  280.11
   22.69,   30.18,  280.15
   22.55,   30.18,  280.19
   22.41,   30.17,  280.23
   22.28,   30.17,  280.27
   22.14,   30.17,  280.32
   22.00,   30.16,  280.36
   21.86,   30.16,  280.40
   21.71,   30.16,  280.44
   21.57,   30.16,  280.48
   21.43,   30.15,  280.52
   21.29,   30.15,  280.56
   21.15,   30.15,  280.61
   21.00,   30.14,  280.65
   20.86,   30.14,  280.69
   20.72,   30.14,  280.73
   20.57,   30.13,  280.77
   20.43,   30.13,  280.81
   20.28,   30.13,  280.86
   20.14,   30.13,  280.90
   19.99,   30.12,  280.94
   19.85,   30.12,  280.98
   19.70,   30.12,  281.02
   19.56,   30.11,  281.06
   19.41,   30.11,  281.10
   19.27,   30.11,  281.15
   19.12,   30.10,  281.19
   18.97,   30.10,  281.23
   18.83,   30.10,  281.27
   18.68,   30.09,  281.31
   18.54,   30.09,  281.35
   18.39,   30.09,  281.39
   18.25,   30.08,  281.44
   18.10,   30.08,  281.48
   17.96,   30.08,  281.52
   17.81,   30.07,  281.56
   17.67,   30.07,  281.60
   17.53,   30.07,  281.64
   17.39,   30.06,  281.68
   17.24,   30.06,  281.73
   17.10,   30.06,  281.77
   16.96,   30.05,  281.81
   16.04,   30.05,  281.85
   15.72,   30.05,  281.89
   15.38,   30.04,  281.93
   15.15,   30.04,  281.97
   13.99,   30.04,  282.01
   13.24,   30.03,  282.06
   12.68,   30.03,  282.10
   11.87,   30.02,  282.14
   11.28,   30.02,  282.18
   10.66,   30.02,  282.22
   10.05,   30.01,  282.26
   10.01,   30.01,  282.30
    9.96,   30.01,  282.35
    9.91,   30.00,  282.39
    9.85,   30.00,  282.43
    9.80,   29.99,  282.47
    9.74,   29.99,  282.51
    9.69,   29.99,  282.55
    9.63,   29.98,  282.59
    9.57,   29.98,  282.63
    9.51,   29.98,  282.68
    9.45,   29.97,  282.72
    9.38,   29.97,  282.76
    9.32,   29.96,  282.80
    9.25,   29.96,  282.84
    9.19,   29.96,  282.88
    9.12,   29.95,  282.92
    9.05,   29.95,  282.96
    8.98,   29.94,  283.01
    8.91,   29.94,  283.05
    8.84,   29.94,  283.09
    8.77,   29.93,  283.13
    8.70,   29.93,  283.17
    8.62,   29.92,  283.21
    8.55,   29.92,  283.25
    8.47,   29.91,  283.29
    8.40,   29.91,  283.34
    8.32,   29.91,  283.38
    8.25,   29.90,  283.42
    8.17,   29.90,  283.46
    8.09,   29.89,  283.50
    8.01,   29.89,  283.54
    7.94,   29.89,  283.58
    7.86,   29.88,  283.62
    7.78,   29.88,  283.67
    7.70,   29.87,  283.71
    7.62,   29.87,  283.75
    7.55,   29.86,  283.79
    7.47,   29.86,  283.83
    7.39,   29.85,  283.87
    7.31,   29.85,  283.91
    7.23,   29.85,  283.95
    7.15,   29.84,  283.99
    7.08,   29.84,  284.04
    7.00,   29.83,  284.08
    6.92,   29.83,  284.12
    6.84,   29.82,  284.16
    6.76,   29.82,  284.20
    6.69,   29.81,  284.24
    6.61,   29.81,  284.28
    6.53,   29.81,  284.32
    6.46,   29.80,  284.36
    6.38,   29.80,  284.41
    6.31,   29.79,  284.45
    6.23,   29.79,  284.49
    6.16,   29.78,  284.53
    6.08,   29.78,  284.57
    6.01,   29.77,  284.61
    5.94,   29.77,  284.65
    5.86,   29.76,  284.69
    5.79,   29.76,  284.73
    5.72,   29.75,  284.77
    5.65,   29.75,  284.82
    5.58,   29.74,  284.86
    5.51,   29.74,  284.90
    5.44,   29.73,  284.94
    5.37,   29.73,  284.98
    5.31,   29.72,  285.02
    5.24,   29.72,  285.06
    5.17,   29.71,  285.10
    5.11,   29.71,  285.14
    5.04,   29.70,  285.18
    4.98,   29.70,  285.23
    4.92,   29.69,  285.27
    4.85,   29.69,  285.31
  -99.00,   29.68,  285.35
  -99.00,   29.68,  285.39
  -99.00,   29.67,  285.43
  -99.00,   29.67,  285.47
  -99.00,   29.66,  285.51
  -99.00,   29.66,  285.55
  -99.00,   29.65,  285.59
  -99.00,   29.65,  285.64
  -99.00,   29.64,  285.68
  -99.00,   29.64,  285.72
  -99.00,   29.63,  285.76
  -99.00,   29.63,  285.80
  -99.00,   29.62,  285.84
  -99.00,   29.62,  285.88
  -99.00,   29.61,  285.92
  -99.00,   29.61,  285.96
  -99.00,   29.60,  286.00
  -99.00,   29.59,  286.04
  -99.00,   29.59,  286.08
  -99.00,   29.58,  286.13
  -99.00,   29.58,  286.17
  -99.00,   29.57,  286.21
  -99.00,   29.57,  286.25
  -99.00,   29.56,  286.29
  -99.00,   29.56,  286.33
  -99.00,   29.55,  286.37
  -99.00,   29.55,  286.41
  -99.00,   29.54,  286.45
  -99.00,   29.53,  286.49
  -99.00,   29.53,  286.53
  -99.00,   29.52,  286.57
  -99.00,   29.52,  286.61
  -99.00,   29.51,  286.66
  -99.00,   29.51,  286.70
  -99.00,   29.50,  286.74
  -99.00,   29.50,  286.78
  -99.00,   29.49,  286.82
  -99.00,   29.48,  286.86
  -99.00,   29.48,  286.90
  -99.00,   29.47,  286.94
  -99.00,   29.47,  286.98
  -99.00,   29.46,  287.02
  -99.00,   29.45,  287.06
  -99.00,   29.45,  287.10
  -99.00,   29.44,  287.14
  -99.00,   29.44,  287.18
  -99.00,   29.43,  287.23
  -99.00,   29.43,  287.27
  -99.00,   29.42,  287.31
  -99.00,   29.41,  287.35
  -99.00,   29.41,  287.39
  -99.00,   29.40,  287.43
  -99.00,   30.35,  270.51
  -99.00,   30.35,  270.55
  -99.00,   30.36,  270.60
  -99.00,   30.36,  270.64
  -99.00,   30.36,  270.68
  -99.00,   30.36,  270.72
  -99.00,   30.36,  270.76
  -99.00,   30.36,  270.80
  -99.00,   30.36,  270.85
  -99.00,   30.37,  270.89
  -99.00,   30.37,  270.93
  -99.00,   30.37,  270.97
  -99.00,   30.37,  271.01
  -99.00,   30.37,  271.05
  -99.00,   30.37,  271.10
  -99.00,   30.37,  271.14
  -99.00,   30.38,  271.18
  -99.00,   30.38,  271.22
  -99.00,   30.38,  271.26
  -99.00,   30.38,  271.31
  -99.00,   30.38,  271.35
  -99.00,   30.38,  271.39
  -99.00,   30.38,  271.43
  -99.00,   30.38,  271.47
  -99.00,   30.39,  271.51
  -99.00,   30.39,  271.56
  -99.00,   30.39,  271.60
  -99.00,   30.39,  271.64
  -99.00,   30.39,  271.68
  -99.00,   30.39,  271.72
  -99.00,   30.39,  271.76
  -99.00,   30.39,  271.81
  -99.00,   30.39,  271.85
  -99.00,   30.39,  271.89
  -99.00,   30.40,  271.93
  -99.00,   30.40,  271.97
  -99.00,   30.40,  272.02
  -99.00,   30.40,  272.06
  -99.00,   30.40,  272.10
  -99.00,   30.40,  272.14
  -99.00,   30.40,  272.18
  -99.00,   30.40,  272.22
  -99.00,   30.40,  272.27
  -99.00,   30.40,  272.31
  -99.00,   30.40,  272.35
  -99.00,   30.40,  272.39
  -99.00,   30.41,  272.43
  -99.00,   30.41,  272.47
  -99.00,   30.41,  272.52
  -99.00,   30.41,  272.56
  -99.00,   30.41,  272.60
    9.26,   30.41,  272.64
    7.43,   30.41,  272.68
    7.79,   30.41,  272.73
    9.13,   30.41,  272.77
   11.41,   30.41,  272.81
   11.64,   30.41,  272.85
   11.72,   30.41,  272.89
   11.76,   30.41,  272.93
   11.42,   30.41,  272.98
    9.97,   30.41,  273.02
    9.31,   30.41,  273.06
   10.45,   30.41,  273.10
   10.42,   30.41,  273.14
    9.21,   30.41,  273.18
    9.23,   30.42,  273.23
    9.06,   30.42,  273.27
    8.59,   30.42,  273.31
    8.71,   30.42,  273.35
   10.94,   30.42,  273.39
   11.93,   30.42,  273.44
   12.25,   30.42,  273.48
   12.43,   30.42,  273.52
   12.60,   30.42,  273.56
   12.69,   30.42,  273.60
   13.12,   30.42,  273.64
   13.29,   30.42,  273.69
   13.34,   30.42,  273.73
   13.39,   30.42,  273.77
   13.09,   30.42,  273.81
   11.57,   30.42,  273.85
   10.32,   30.42,  273.90
   10.03,   30.42,  273.94
    9.67,   30.42,  273.98
    9.57,   30.42,  274.02
    9.72,   30.42,  274.06
   10.07,   30.42,  274.10
   10.50,   30.42,  274.15
   11.10,   30.42,  274.19
   12.00,   30.42,  274.23
   13.10,   30.42,  274.27
   13.24,   30.42,  274.31
   13.21,   30.42,  274.36
   13.17,   30.42,  274.40
   14.69,   30.42,  274.44
   14.95,   30.42,  274.48
   15.02,   30.42,  274.52
   15.36,   30.42,  274.56
   15.40,   30.42,  274.61
   14.28,   30.42,  274.65
   14.94,   30.42,  274.69
   15.01,   30.42,  274.73
   15.18,   30.42,  274.77
   13.37,   30.41,  274.82
   14.91,   30.41,  274.86
   14.98,   30.41,  274.90
   13.95,   30.41,  274.94
   15.30,   30.41,  274.98
   15.42,   30.41,  275.02
   13.30,   30.41,  275.07
   13.11,   30.41,  275.11
   13.33,   30.41,  275.15
   13.61,   30.41,  275.19
   14.02,   30.41,  275.23
   14.83,   30.41,  275.27
   17.46,   30.41,  275.32
   18.20,   30.41,  275.36
   18.58,   30.41,  275.40
   17.42,   30.41,  275.44
   16.71,   30.41,  275.48
   15.02,   30.41,  275.53
   15.04,   30.41,  275.57
   15.09,   30.40,  275.61
   13.90,   30.40,  275.65
   15.49,   30.40,  275.69
   16.03,   30.40,  275.73
   18.87,   30.40,  275.78
   18.86,   30.40,  275.82
   18.51,   30.40,  275.86
   18.11,   30.40,  275.90
   19.44,   30.40,  275.94
   19.75,   30.40,  275.98
   19.74,   30.40,  276.03
   19.61,   30.40,  276.07
   15.76,   30.39,  276.11
   14.45,   30.39,  276.15
   14.24,   30.39,  276.19
   14.27,   30.39,  276.24
   14.78,   30.39,  276.28
   16.16,   30.39,  276.32
   18.10,   30.39,  276.36
   18.74,   30.39,  276.40
   18.61,   30.39,  276.44
   18.77,   30.39,  276.49
   18.93,   30.38,  276.53
   17.64,   30.38,  276.57
   17.57,   30.38,  276.61
   17.50,   30.38,  276.65
   18.15,   30.38,  276.69
   18.47,   30.38,  276.74
   17.92,   30.38,  276.78
   17.35,   30.38,  276.82
   18.17,   30.37,  276.86
   18.04,   30.37,  276.90
   17.84,   30.37,  276.95
   18.72,   30.37,  276.99
   18.98,   30.37,  277.03
   19.13,   30.37,  277.07
   18.91,   30.37,  277.11
   18.07,   30.36,  277.15
   17.91,   30.36,  277.20
   17.42,   30.36,  277.24
   18.12,   30.36,  277.28
   18.97,   30.36,  277.32
   17.99,   30.36,  277.36
   15.83,   30.36,  277.40
   16.00,   30.35,  277.45
   16.17,   30.35,  277.49
   16.31,   30.35,  277.53
   16.45,   30.35,  277.57
   16.59,   30.35,  277.61
   16.90,   30.35,  277.65
   17.76,   30.34,  277.70
   18.93,   30.34,  277.74
   18.91,   30.34,  277.78
   18.27,   30.34,  277.82
   18.78,   30.34,  277.86
   16.87,   30.34,  277.90
   16.65,   30.33,  277.95
   17.01,   30.33,  277.99
   18.35,   30.33,  278.03
   20.58,   30.33,  278.07
   21.56,   30.33,  278.11
   20.40,   30.33,  278.15
   18.58,   30.32,  278.20
   15.02,   30.32,  278.24
   15.10,   30.32,  278.28
   17.67,   30.32,  278.32
   18.38,   30.32,  278.36
   18.48,   30.31,  278.41
   18.93,   30.31,  278.45
   19.48,   30.31,  278.49
   22.37,   30.31,  278.53
   29.65,   30.31,  278.57
   30.33,   30.30,  278.61
   27.39,   30.30,  278.66
   26.49,   30.30,  278.70
   26.38,   30.30,  278.74
   26.30,   30.30,  278.78
   26.21,   30.29,  278.82
   26.12,   30.29,  278.86
   26.03,   30.29,  278.90
   25.93,   30.29,  278.95
   25.84,   30.28,  278.99
   25.74,   30.28,  279.03
   25.64,   30.28,  279.07
   25.53,   30.28,  279.11
   25.43,   30.28,  279.15
   25.32,   30.27,  279.20
   25.21,   30.27,  279.24
   25.10,   30.27,  279.28
   24.99,   30.27,  279.32
   24.88,   30.26,  279.36
   24.78,   30.26,  279.40
   24.66,   30.26,  279.45
   24.55,   30.26,  279.49
   24.44,   30.25,  279.53
   24.32,   30.25,  279.57
   24.20,   30.25,  279.61
   24.09,   30.25,  279.65
   23.97,   30.24,  279.70
   23.84,   30.24,  279.74
   23.72,   30.24,  279.78
   23.59,   30.24,  279.82
   23.47,   30.23,  279.86
   23.34,   30.23,  279.90
   23.21,   30.23,  279.95
   23.08,   30.23,  279.99
   22.95,   30.22,  280.03
   22.82,   30.22,  280.07
   22.69,   30.22,  280.11
   22.55,   30.21,  280.15
   22.42,   30.21,  280.19
   22.28,   30.21,  280.24
   22.14,   30.21,  280.28
   22.00,   30.20,  280.32
   21.86,   30.20,  280.36
   21.73,   30.20,  280.40
   21.59,   30.19,  280.44
   21.44,   30.19,  280.49
   21.30,   30.19,  280.53
   21.16,   30.19,  280.57
   21.02,   30.18,  280.61
   20.88,   30.18,  280.65
   20.74,   30.18,  280.69
   20.59,   30.17,  280.73
   20.45,   30.17,  280.78
   20.31,   30.17,  280.82
   20.17,   30.16,  280.86
   20.02,   30.16,  280.90
   19.88,   30.16,  280.94
   19.73,   30.16,  280.98
   19.59,   30.15,  281.02
   19.45,   30.15,  281.07
   19.30,   30.15,  281.11
   19.16,   30.14,  281.15
   19.01,   30.14,  281.19
   18.87,   30.14,  281.23
   18.72,   30.13,  281.27
   18.58,   30.13,  281.31
   18.44,   30.13,  281.36
   18.29,   30.12,  281.40
   18.15,   30.12,  281.44
   18.01,   30.12,  281.48
   17.86,   30.11,  281.52
   17.72,   30.11,  281.56
   17.58,   30.11,  281.60
   17.44,   30.10,  281.65
   17.30,   30.10,  281.69
   17.15,   30.10,  281.73
   17.01,   30.09,  281.77
   16.87,   30.09,  281.81
   15.95,   30.09,  281.85
   15.64,   30.08,  281.89
   15.29,   30.08,  281.94
   15.06,   30.07,  281.98
   13.91,   30.07,  282.02
   13.16,   30.07,  282.06
   12.60,   30.06,  282.10
   11.79,   30.06,  282.14
   11.21,   30.06,  282.18
   10.59,   30.05,  282.23
    9.87,   30.05,  282.27
    9.83,   30.05,  282.31
    9.78,   30.04,  282.35
    9.73,   30.04,  282.39
    9.68,   30.03,  282.43
    9.63,   30.03,  282.47
    9.57,   30.03,  282.52
    9.52,   30.02,  282.56
    9.46,   30.02,  282.60
    9.40,   30.01,  282.64
    9.34,   30.01,  282.68
    9.28,   30.01,  282.72
    9.22,   30.00,  282.76
    9.16,   30.00,  282.80
    9.10,   30.00,  282.85
    9.03,   29.99,  282.89
    8.96,   29.99,  282.93
    8.90,   29.98,  282.97
    8.83,   29.98,  283.01
    8.76,   29.98,  283.05
    8.69,   29.97,  283.09
    8.62,   29.97,  283.13
    8.55,   29.96,  283.18
    8.48,   29.96,  283.22
    8.41,   29.95,  283.26
    8.33,   29.95,  283.30
    8.26,   29.95,  283.34
    8.19,   29.94,  283.38
    8.11,   29.94,  283.42
    8.04,   29.93,  283.46
    7.96,   29.93,  283.51
    7.89,   29.93,  283.55
    7.81,   29.92,  283.59
    7.74,   29.92,  283.63
    7.66,   29.91,  283.67
    7.58,   29.91,  283.71
    7.51,   29.90,  283.75
    7.43,   29.90,  283.79
    7.35,   29.89,  283.84
    7.28,   29.89,  283.88
    7.20,   29.89,  283.92
    7.12,   29.88,  283.96
    7.05,   29.88,  284.00
    6.97,   29.87,  284.04
    6.89,   29.87,  284.08
    6.82,   29.86,  284.12
    6.74,   29.86,  284.16
    6.67,   29.85,  284.21
    6.59,   29.85,  284.25
    6.52,   29.85,  284.29
    6.44,   29.84,  284.33
    6.37,   29.84,  284.37
    6.29,   29.83,  284.41
    6.22,   29.83,  284.45
    6.15,   29.82,  284.49
    6.07,   29.82,  284.53
    6.00,   29.81,  284.58
    5.93,   29.81,  284.62
    5.86,   29.80,  284.66
    5.79,   29.80,  284.70
    5.72,   29.79,  284.74
    5.65,   29.79,  284.78
    5.58,   29.78,  284.82
    5.51,   29.78,  284.86
    5.44,   29.77,  284.90
    5.37,   29.77,  284.94
    5.31,   29.76,  284.99
    5.24,   29.76,  285.03
    5.18,   29.75,  285.07
    5.11,   29.75,  285.11
    5.05,   29.74,  285.15
    4.98,   29.74,  285.19
    4.92,   29.73,  285.23
    4.86,   29.73,  285.27
    4.80,   29.72,  285.31
  -99.00,   29.72,  285.35
  -99.00,   29.71,  285.40
  -99.00,   29.71,  285.44
  -99.00,   29.70,  285.48
  -99.00,   29.70,  285.52
  -99.00,   29.69,  285.56
  -99.00,   29.69,  285.60
  -99.00,   29.68,  285.64
  -99.00,   29.68,  285.68
  -99.00,   29.67,  285.72
  -99.00,   29.67,  285.76
  -99.00,   29.66,  285.80
  -99.00,   29.66,  285.85
  -99.00,   29.65,  285.89
  -99.00,   29.65,  285.93
  -99.00,   29.64,  285.97
  -99.00,   29.64,  286.01
  -99.00,   29.63,  286.05
  -99.00,   29.63,  286.09
  -99.00,   29.62,  286.13
  -99.00,   29.61,  286.17
  -99.00,   29.61,  286.21
  -99.00,   29.60,  286.25
  -99.00,   29.60,  286.30
  -99.00,   29.59,  286.34
  -99.00,   29.59,  286.38
  -99.00,   29.58,  286.42
  -99.00,   29.58,  286.46
  -99.00,   29.57,  286.50
  -99.00,   29.56,  286.54
  -99.00,   29.56,  286.58
  -99.00,   29.55,  286.62
  -99.00,   29.55,  286.66
  -99.00,   29.54,  286.70
  -99.00,   29.54,  286.74
  -99.00,   29.53,  286.78
  -99.00,   29.52,  286.83
  -99.00,   29.52,  286.87
  -99.00,   29.51,  286.91
  -99.00,   29.51,  286.95
  -99.00,   29.50,  286.99
  -99.00,   29.50,  287.03
  -99.00,   29.49,  287.07
  -99.00,   29.48,  287.11
  -99.00,   29.48,  287.15
  -99.00,   29.47,  287.19
  -99.00,   29.47,  287.23
  -99.00,   29.46,  287.27
  -99.00,   29.45,  287.31
  -99.00,   29.45,  287.35
  -99.00,   29.44,  287.39
  -99.00,   29.44,  287.44
  -99.00,   30.39,  270.51
  -99.00,   30.39,  270.55
  -99.00,   30.39,  270.59
  -99.00,   30.39,  270.64
  -99.00,   30.40,  270.68
  -99.00,   30.40,  270.72
  -99.00,   30.40,  270.76
  -99.00,   30.40,  270.80
  -99.00,   30.40,  270.84
  -99.00,   30.40,  270.89
  -99.00,   30.40,  270.93
  -99.00,   30.41,  270.97
  -99.00,   30.41,  271.01
  -99.00,   30.41,  271.05
  -99.00,   30.41,  271.09
  -99.00,   30.41,  271.14
  -99.00,   30.41,  271.18
  -99.00,   30.41,  271.22
  -99.00,   30.41,  271.26
  -99.00,   30.42,  271.30
  -99.00,   30.42,  271.35
  -99.00,   30.42,  271.39
  -99.00,   30.42,  271.43
  -99.00,   30.42,  271.47
  -99.00,   30.42,  271.51
  -99.00,   30.42,  271.55
  -99.00,   30.42,  271.60
  -99.00,   30.42,  271.64
  -99.00,   30.43,  271.68
  -99.00,   30.43,  271.72
  -99.00,   30.43,  271.76
  -99.00,   30.43,  271.81
  -99.00,   30.43,  271.85
  -99.00,   30.43,  271.89
  -99.00,   30.43,  271.93
  -99.00,   30.43,  271.97
  -99.00,   30.43,  272.01
  -99.00,   30.43,  272.06
  -99.00,   30.44,  272.10
  -99.00,   30.44,  272.14
  -99.00,   30.44,  272.18
  -99.00,   30.44,  272.22
  -99.00,   30.44,  272.26
  -99.00,   30.44,  272.31
  -99.00,   30.44,  272.35
  -99.00,   30.44,  272.39
  -99.00,   30.44,  272.43
  -99.00,   30.44,  272.47
  -99.00,   30.44,  272.52
  -99.00,   30.44,  272.56
  -99.00,   30.44,  272.60
    9.26,   30.44,  272.64
    8.72,   30.45,  272.68
    7.57,   30.45,  272.72
    8.69,   30.45,  272.77
   11.17,   30.45,  272.81
   11.37,   30.45,  272.85
   11.01,   30.45,  272.89
   10.99,   30.45,  272.93
   11.10,   30.45,  272.98
   10.03,   30.45,  273.02
   10.54,   30.45,  273.06
   10.62,   30.45,  273.10
   10.50,   30.45,  273.14
   10.62,   30.45,  273.18
   10.66,   30.45,  273.23
   10.55,   30.45,  273.27
   10.69,   30.45,  273.31
   10.64,   30.45,  273.35
   10.66,   30.45,  273.39
   10.56,   30.45,  273.44
   10.83,   30.45,  273.48
